channel_id,message_id,issuer_id,sentiment_score,processed_text
"1239405989","4972","56","4","#SMLT (Самолет): В лидерах роста на Московской бирже сегодня бумаги застройщиков. Оценка: 4"
"1239405989","4972","36","2","#BELU (Белуга): Хуже рынка выглядят бумаги Белуги. Оценка: 2"
"1239405989","5212","150","4","#SBER (Сбербанк): Особняком среди этих компаний стоит Сбер — банк уже выплатил часть рекордных дивидендов за 2022 год в размере 565 млрд руб. Оценка: 4"
"1239405989","5212","100","4","#MTSS (МТС): Здесь и стабильные МТС с дивидендной доходностью 10,5%. Оценка: 4"
"1239405989","5212","57","4","#LSRG (ЛСР): Так обрадовавший инвесторов ЛСР с доходностью выше 10%. Оценка: 4"
"1239405989","5212","112","3","#ROSN (Роснефть): И нефтегазовый гигант Роснефть (3,9%). Оценка: 3"
"1239405989","6644","152","4","#CHMF (Северсталь): Северсталь сегодня представила сильные финансовые результаты за весь 2023 год по МСФО (совпали с нашими оценками, но превысили консенсус-прогноз). Также компания объявила дивиденд за 2023 год, который превзошел все ожидания. Финансовые результаты: Выручка в 2П23 увеличилась на 15% с уровня 1П23 до 389 млрд руб. (на 5% выше консенсуса), что в основном объясняется ростом цен на сталь. EBITDA повысилась на 21% с уровня 1П23 до 144 млрд руб. (на 9% выше консенсуса), при этом рентабельность по EBITDA достигла 37% (против 35% за 1П23 и 31% за 2022). Компания улучшила структуру продаж: доля продукции с высокой добавленной стоимостью поднялась на 7 п. п. до 52% (против 46% в 1П23). Свободный денежный поток (СДП) остался на уровне 1П23 и составил 60 млрд руб. (на 9% ниже нашего прогноза и на 2% ниже консенсуса). Компания нарастила чистую денежную позицию на 37% с уровня 1П23 до 210 млрд руб. При этом объем денежных средств на балансе компании достиг 374 млрд руб. (27% от капитализации). Соотношение «чистый долг/EBITDA» составляет минус 0,8 (как и в 1П23). Дивиденды выше всех ожиданий. Совет директоров Северстали объявил дивиденд за 2023 год в размере 191,51 руб./акцию (134% от СДП за 2023). Это на 28% выше наших оценок и на 37% больше ожиданий рынка. Рекомендуемая дата закрытия реестра для выплаты дивидендов – 18 июня 2024 года. Мы ждем, что в этом году доходность СДП Северстали будет на уровне 8% с учетом более высокого прогноза капитальных затрат (как ожидается, компания направит на инвестиции 119 млрд руб., что предполагает рост на 64% г/г). Это означает, что потенциал для существенного роста котировок в будущем будет зависеть от сохранения повышенного коэффициента выплат. Реакция рынка на сегодняшнее решение была сдержанной (после небольшого роста котировки перешли к снижению). Это говорит о том, что инвесторы пока не учитывают в котировках такой сценарий. Оценка: 4"
"1203560567","40876","185","3","#HYDR (РусГидро): СОВЕТ ДИРЕКТОРОВ РУСГИДРО РЕКОМЕНДОВАЛ ДИВИДЕНДЫ ЗА 2018 Г В  РАЗМЕРЕ  0,0367388 РУБ. НА АКЦИЮ - КОМПАНИЯ отсечка - 7 июля. Оценка: 3"
"1001029560","14279","100","3","#МТС (МТС): В фаворитах МТС заменили на Мосбиржу, а в аутсайдерах - Магнит на МТС. Оценка: 3"
"1001029560","14279","103","3","#Мосбиржа (Мосбиржа): В фаворитах МТС заменили на Мосбиржу, а в аутсайдерах - Магнит на МТС. Оценка: 3"
"1001029560","14279","89","3","#Магнит (Магнит): В фаворитах МТС заменили на Мосбиржу, а в аутсайдерах - Магнит на МТС. Оценка: 3"
"1001029560","14279","150","4","#Сбербанк-ао (Сбербанк): Фавориты: Сбербанк-ао, TCS Group, Татнефть-ао, Мосбиржа, НОВАТЭК, Сургутнефтегаз-ап и Ozon. Оценка: 4"
"1001029560","14279","163","4","#Татнефть-ао (Татнефть): Фавориты: Сбербанк-ао, TCS Group, Татнефть-ао, Мосбиржа, НОВАТЭК, Сургутнефтегаз-ап и Ozon. Оценка: 4"
"1001029560","14279","115","4","#НОВАТЭК (НОВАТЭК): Фавориты: Сбербанк-ао, TCS Group, Татнефть-ао, Мосбиржа, НОВАТЭК, Сургутнефтегаз-ап и Ozon. Долгосрочные идеи: Сбербанк-ап и ММК заменили на НОВАТЭК и TCS Group. Оценка: 4"
"1001029560","14279","160","3","#Сургутнефтегаз-ап (Сургутнефтегаз): Фавориты: Сбербанк-ао, TCS Group, Татнефть-ао, Мосбиржа, НОВАТЭК, Сургутнефтегаз-ап и Ozon. Долгосрочные идеи: Сбербанк-ап и ММК заменили на НОВАТЭК и TCS Group. Оценка: 3"
"1001029560","14279","27","2","#АЛРОСА (АЛРОСА): Аутсайдеры: Сургутнефтегаз-ао, АЛРОСА, ФСК-Россети, ПИК, МТС, X5 Group и Газпром. Оценка: 2"
"1001029560","14279","48","2","#Газпром (Газпром): Аутсайдеры: Сургутнефтегаз-ао, АЛРОСА, ФСК-Россети, ПИК, МТС, X5 Group и Газпром. Оценка: 2"
"1001029560","14279","90","3","#ММК (ММК): Долгосрочные идеи: Сбербанк-ап и ММК заменили на НОВАТЭК и TCS Group. Оценка: 3"
"1001029560","14279","99","4","#Мечел (Мечел): Топ-7: Мечел, Татнефть-ао, Полюс, Сбербанк-ао, Северсталь, НОВАТЭК, TCS Group. Оценка: 4"
"1001029560","14279","127","4","#Полюс (Полюс): Топ-7: Мечел, Татнефть-ао, Полюс, Сбербанк-ао, Северсталь, НОВАТЭК, TCS Group. Оценка: 4"
"1001029560","14279","152","4","#Северсталь (Северсталь): Топ-7: Мечел, Татнефть-ао, Полюс, Сбербанк-ао, Северсталь, НОВАТЭК, TCS Group. Парные идеи: Интер РАО / ФСК-Россети; Татнефть-ао / Сургутнефтегаз-ао; Северсталь / НЛМК. Оценка: 4"
"1001029560","14279","116","3","#НЛМК (НЛМК): Парные идеи: Интер РАО / ФСК-Россети; Татнефть-ао / Сургутнефтегаз-ао; Северсталь / НЛМК. Оценка: 3"
"1001029560","14279","187","2","#ФосАгро (ФосАгро): Боттом-7: Сургутнефтегаз-ао, АЛРОСА, ФосАгро, Газпром, ФСК-Россети, Магнит и РусГидро. Оценка: 2"
"1001029560","14279","185","2","#РусГидро (РусГидро): Боттом-7: Сургутнефтегаз-ао, АЛРОСА, ФосАгро, Газпром, ФСК-Россети, Магнит и РусГидро. Оценка: 2"
"1131897537","624","103","2","#MOEX (Московская биржа): После внушительного роста предыдущих недель, Индекс Мосбиржи корректируется, тестируя сверху круглую отметку в 3000 п. За текущую неделю просадка составила -2,17%. Оценка: 2"
"1131897537","624","150","2","#SBER (Сбербанк): Сбербанк -3,8% и ВТБ -3,8% рекомендовали в пятницу выплатить дивиденды акционерам. Если Сбербанк порадовал своих инвесторов и рекомендовал дивиденды выше рынка, то ВТБ в который раз урезал сумму и теперь акционеры банка получат меньше 1% доходности. Оценка: 2"
"1131897537","624","236","4","#YNDX (Яндекс): В лидерах роста, также оказались бумаги Яндекса +8%. Скорое включение в Индекс оказало поддержку IT компании и мы могли видеть новые максимумы по бумаге почти каждый день. Оценка: 4"
"1131897537","624","163","2","#TATN (Татнефть): Нефтегазовый сектор продолжает оставаться замыкающим на рынке. Бумаги Татнефти за неделю падают на -7,5%. Оценка: 2"
"1131897537","624","115","2","#NVTK (Новатэк): Нефтегазовый сектор продолжает оставаться замыкающим на рынке. Бумаги Новатэка за неделю падают на -4,5%. Оценка: 2"
"1131897537","624","48","2","#GAZP (Газпром): Нефтегазовый сектор продолжает оставаться замыкающим на рынке. Бумаги Газпрома за неделю падают на -4,7%. Оценка: 2"
"1131897537","624","112","2","#ROSN (Роснефть): Нефтегазовый сектор продолжает оставаться замыкающим на рынке. Бумаги Роснефти чуть лучше сектора -1,1%. Поводом служат плохие отчеты, низкие цены на нефть, газ и снижение спроса на сырье. Оценка: 2"
"1300011741","18201","103","4","#MOEX (Мосбиржа): активность частных инвесторов на Московской бирже в августе стала рекордной. Оценка: 4"
"1300011741","18201","103","4","#MOEX (Мосбиржа): акции в портфеле стратегии ""7 самураев"" с долей 13%. С начала года акции выросли более чем на 80%. Подробнее о стратегии “7 самураев” в закрепленном посте. Оценка: 4"
"1203560567","8001","27","4","#ALRS (Алроса): ИНСАЙДЕР - ПОКУПКА Иванов вчера покупал акции Алросы(ALRS).  Президент «Алросы» Сергей Иванов увеличил долю в компании до 0,027% с 0,0254%, говорится в материалах алмазодобывающей компании.  Дата наступления события - 11 апреля. Оценка: 4"
"1075101206","4484","177","3","#ТМК (Трубная компания): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","115","3","#Новатэк (Газпром): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","235","3","#Полиметалл (Полиметалл): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","127","3","#Полюс (Полюс): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","103","3","#Мосбиржа (Мосбиржа): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","166","3","#ТГК-1 (ТГК-1): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","160","3","#Сургутнефтегаз (Сургутнефтегаз): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","163","3","#Татнефть преф (Татнефть): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","163","3","#Татнефть (Татнефть): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","112","3","#Роснефть (Роснефть): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","32","3","#Аэрофлот (Аэрофлот): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","53","3","#Норникель (Норникель): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","185","3","#Русгидро (Русгидро): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","100","3","#МТС (МТС): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","11","3","#Русал (Русал): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","116","3","#НЛМК (НЛМК): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","187","3","#Фосагро (Фосагро): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","26","3","#Система (Система): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","111","3","#Лукойл (Лукойл): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","90","3","#ММК (ММК): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","7","3","#ВТБ (ВТБ): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","79","3","#ВСМПО-АВИСМА (ВСМПО-АВИСМА): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","236","3","#Яндекс (Яндекс): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","89","3","#Магнит (Магнит): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","199","3","#Юнипро (Юнипро): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","175","3","#Транснефть (Транснефть): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","27","3","#Алроса (Алроса): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","152","3","#Северсталь (Северсталь): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","48","3","#Газпром (Газпром): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","150","3","#Сбербанк (Сбербанк): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","167","3","#ТГК-2 (ТГК-2): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","150","3","#Сбербанк преф (Сбербанк): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1075101206","4484","160","3","#Сургутнефтегаз преф (Сургутнефтегаз): ПЕРФОМАНС АКЦИЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. Оценка: 3"
"1199979298","8923","150","5","#Сбер (Сбербанк): Предоставлен отличный отчет о развитии банковской системы России. Оценка: 5"
"1199979298","8923","7","2","#ВТБ (ВТБ): Не увидел интересной динамики в отчете. Оценка: 2"
"1199979298","8923","225","5","#Тинькофф (Тинькофф Банк): Значительный рост активов и вкладов физических лиц, лидер по количеству активных клиентов. Оценка: 5"
"1199979298","8923","271","3","#Совкомбанк (Совкомбанк): Удивительные результаты по размеру просроченной ссудной задолженности. Оценка: 3"
"1199979298","8923","236","4","#Яндекс (Яндекс): Положительное влияние на Тинькофф. Оценка: 4"
"1203560567","54506","175","3","#TRNFP (Транснефть): Saudi Aramco и другим саудовским компаниям интересны технологии ""Транснефти"" - РФПИ. Оценка: 3"
"1168461049","4310","26","2","#AFKS (АФК Система): #daily торгуется дешевле дочек примерно на 17%. Оценка: 2"
"1168461049","4310","152","4","#SGZH (Северсталь): #daily IPO Биннофарма, рост #SGZH, а также IPO Медси это ещё рост стоимости на 10-20%. Оценка: 4"
"1197210433","22657","111","4","#LKOH (ЛУКОЙЛ): LUKOIL (LKOH) ПРИОБРЕТАЕТ 50% В ""БЛОКЕ 4"" В МЕКСИКЕ, СУММА СДЕЛКИ - $435 МЛН ПЛЮС РАСХОДЫ ЗА 2021 Г ПО СОСТОЯНИЮ НА ДАТУ ЗАКРЫТИЯ СДЕЛКИ Оценка: 4"
"1203560567","34265","100","4","#MTSS (МТС): прогноз  МТС ОЖИДАЕТ В 2019 Г. РОСТА ВЫРУЧКИ БОЛЕЕ ЧЕМ НА 3% ПО СРАВНЕНИЮ С УРОВНЕМ 2018 Г. - КОМПАНИЯ Оценка: 4"
"1203560567","34265","100","3","#MTSS (МТС): capex МТС ПРОГНОЗИРУЕТ КАПИТАЛЬНЫЕ ЗАТРАТЫ В 2019 Г. ДО 90 МЛРД РУБ. С УЧЕТОМ РАСХОДОВ НА «ПАКЕТ ЯРОВОЙ» - КОМПАНИЯ  МТС Оценка: 3"
"1203560567","34265","100","3","#MTSS (МТС): суд Рассмотрение иска МТС к Туркменистану состоится в ближайшие недели - сообщение Оценка: 3"
"1063908560","4498","10","4","#Лензолото (Ленские золотые прииски): акции взлетели на торгах во вторник на 33,6% (до 5105 рублей за штуку) после публикации финансового отчета компании по РСБУ за 9 месяцев 2020 года. Прочие доходы ПАО ""Лензолото"" могут включать поступления от продажи ЗДК. Оценка: 4"
"1063908560","4498","225","3","#Тинькофф (Тинькофф Банк): банкир Олег Тинькофф вступил в переговорный процесс с МТС. Оценка: 3"
"1063908560","4498","175","2","#Транснефть (Транснефть): Экспорт нефти по системе Транснефти в 3 квартале снизился на 23,8%. Оценка: 2"
"1063908560","4498","53","4","#Норникель (ГМК Норникель): ""Норникель"" может снизить сумму требуемого Росприроднадзором штрафа в 148 млрд рублей. Оценка: 4"
"1063908560","4498","11","3","#Русал (Русал): пиар со стороны ""Алёнка капитал"" помогает росту акций. Оценка: 3"
"1203560567","56133","153","3","#SELG (Селигдар): СД сегодня решал по одобрению крупной сделки, в совершении которой имеется заинтересованность - договор поручительства № 4883/П-2, заключенного ПАО «Селигдар» с ВТБ (ПАО) во исполнение обязательств АО «Золото Селигдара» по договору займа в золоте №4883, не более 33 000 000 000 руб., соответствующей рыночной. Оценка: 3"
"1203560567","56133","153","2","#SELG (Селигдар): несогласным оферта по 9.53руб за обычку. Оценка: 2"
"1075101206","16398","56","4","#SMLT (Самолет): Включение в индекс Мосбиржи приведет к росту ликвидности и узнаваемости акций Самолета. Оценка: 4"
"1063908560","179","89","3","#MGNT (Магнит): Магнит объявил размер дивидендов. Оценка: 3"
"1063908560","179","27","3","#ALRS (Алроса): Алроса Нюрба также объявила размер дивидендов. Оценка: 3"
"1131467589","417","27","4","#ALRS (Алроса): Алроса – алмазодобывающая компания, которая занимает около 30% мирового рынка алмазов. Вероятность того, что она попадет под санкции маленькая, а даже если это и случится, то это вызовет такой коллапс на рынке, что их сразу снимут. Оценка: 4"
"1131467589","417","103","4","#MOEX (Московская биржа): Московская биржа – монополист в России у которой пока нет конкурентов. С каждым годом интерес населения к фондовому рынку растет, что очень радует, а это в свою очередь является положительным моментом для данной компании. Оценка: 4"
"1199979298","21375","204","3","#SGZH (Segezha Group): Segezha Group (SGZH RX) опубликовала финансовые результаты за 1 кв. 2023 г. Оценка: 3"
"1203560567","75878","62","4","#DSKY (ДЕТСКИЙ МИР): ОПЕРАЦИОННЫЕ РЕЗУЛЬТАТЫ (1КВ 2020Г) ВЫРУЧКА =+11,2% ДО 31 МЛРД РУБ СОПОСТАВИМЫЕ ПРОДАЖИ = +4% Оценка: 4"
"1239405989","5709","112","3","#ROSN (Роснефть): Германия продлит внешнее управление активами Роснефти на полгода — Министерство по делам экономики и защиты климата ФРГ. Оценка: 3"
"1239405989","5709","227","4","#FIVE (X5 Group): X5 Group расширила сеть дискаунтеров «Чижик» до 1 тыс. магазинов. Оценка: 4"
"1300011741","18995","7","2","#ВТБ: Негативная реакция рынка на отчет связана с существенным ростом бумаг накануне. Оценка: 2"
"1300011741","18995","7","2","#ВТБ: Несмотря на рекордно высокую чистую прибыль, по итогам 2023 года дивидендов не выплатит, и вряд ли они будут возможны даже по итогам 2024 года. Оценка: 2"
"1300011741","18995","142","4","#Ростелеком: Мы рекомендуем накапливать бумаги краткосрочно. Оценка: 4"
"1197210433","22871","163","4","#TATN (ТАТНЕФТЬ): ⚡️ ТАТНЕФТЬ (TATN) СЧИТАЕТ ВОЗМОЖНЫМ ОТКАЗ ОТ ПРОДАЖИ СЫРОЙ НЕФТИ В БЛИЖАЙШЕМ БУДУЩЕМ И ПЕРЕХОД НА ПОЛНУЮ ПЕРЕРАБОТКУ ВСЕЙ ДОБЫЧИ - ГЛАВА СОВДИРА МИННИХАНОВ. Оценка: 4"
"1203560567","10308","89","4","#MGNT (Магнит): UPGRADE БКС возобновил анализ Магнита с рейтингом ""покупать"" для акций и ""держать"" для GDR. Оценка: 4"
"1041482399","8981","225","3","#Тинькофф Банк: Новые выпуски облигаций на российском рынке. Оценка: 3"
"1197210433","19961","115","3","#NVTK (НОВАТЭК): НОВАТЭК СОХРАНЯЕТ ПРОГНОЗ КАПВЛОЖЕНИЙ В 200 МЛРД РУБ НА 2021 ГОД, МОЖЕТ ПЕРЕСМОТРЕТЬ ЕГО ИСХОДЯ ИЗ МАКРОЭКОНОМИЧЕСКОЙ ОБСТАНОВКИ. Оценка: 3"
"1001029560","6844","150","5","#SBER (Сбербанк): Акцией года 2020 стал Сбербанк. С компанией в этом году произошло несколько ярких событий: Банк выплатил рекордные дивиденды. Дивидендная доходность оказалась максимальной за историю компании. Сбербанк объявил о трансформации в Сбер. Нельзя упускать из виду сильный рост котировок — с начала ноября акции выросли на 38% и превысили максимумы начала года — до распространения коронавируса. Акции Сбербанка практически на протяжении всего года были в лидерах по доле в портфелях частных инвесторов. Оценка: 5"
"1565800335","1664","27","3","#ALRS (Алроса): Очень большое количество компаний, у которых я видел потенциал роста в конце 2022 и начале 2023 - уже полностью реализовали весь свой потенциал, который можно было бы заложить даже в оптимистичных сценариях. Оценка: 3"
"1565800335","1664","53","3","#GMKN (Норникель): Очень большое количество компаний, у которых я видел потенциал роста в конце 2022 и начале 2023 - уже полностью реализовали весь свой потенциал, который можно было бы заложить даже в оптимистичных сценариях. Оценка: 3"
"1565800335","1664","111","3","#LKOH (Лукойл): Очень большое количество компаний, у которых я видел потенциал роста в конце 2022 и начале 2023 - уже полностью реализовали весь свой потенциал, который можно было бы заложить даже в оптимистичных сценариях. Оценка: 3"
"1565800335","1664","199","3","#UPRO (Юнипро): Очень большое количество компаний, у которых я видел потенциал роста в конце 2022 и начале 2023 - уже полностью реализовали весь свой потенциал, который можно было бы заложить даже в оптимистичных сценариях. Оценка: 3"
"1565800335","1664","166","3","#TGKA (ТГК-1): Очень большое количество компаний, у которых я видел потенциал роста в конце 2022 и начале 2023 - уже полностью реализовали весь свой потенциал, который можно было бы заложить даже в оптимистичных сценариях. Оценка: 3"
"1565800335","1664","58","3","#GCHE (Черкизово): Очень большое количество компаний, у которых я видел потенциал роста в конце 2022 и начале 2023 - уже полностью реализовали весь свой потенциал, который можно было бы заложить даже в оптимистичных сценариях. Оценка: 3"
"1565800335","1664","160","4","#SGNGP (Сургутнефтегаз): К списку можно еще приплюсовать префы Сургутнефтегаза (SGNGP) их я покупал еще по 26,85 в январе и продал в апреле по 36,65. Сейчас уже не сказал бы, что акции дешевые, но их могут подбросить существенно выше чисто спекулятивно на ожидании больших дивидендов (больше 20% к текущим). Главное не забывать о цикличности этих дивидендов. Оценка: 4"
"1203560567","9960","48","3","#GAZP (Газпром): Совет директоров Газпрома согласовал продажу 44% ""Газпромнефть-Восток"" компании Mubadala Petroleum, 5% - РФПИ. Оценка: 3"
"1203560567","1315","175","3","#TRNFP (Транснефть): Российско-японский инвестиционный фонд (РЯИФ, создан Российским фондом прямых инвестиций (РФПИ) и Japan Bank for International Cooperation) объявил о первых инвестиционных сделках. Оценка: 3"
"1203560567","1315","12","4","#ENPL (EN+ Group): Российско-японский инвестиционный фонд (РЯИФ, создан РФПИ и JBIC) принял участие в первичном размещении (IPO) бумаг EN+ Group в ноябре 2017 года. Оценка: 4"
"1203560567","232263","150","5","#SBER (Сбербанк): Путин похвалил Сбербанк за устойчивую и ритмичную работу на фоне санкций, назвал устойчивость Сбербанка хорошим сигналом для экономики. Сбер прошел период убыточности, его проблемы остались в прошлом — Греф. Оценка: 5"
"1203560567","273827","116","3","#NLMK (НЛМК): Суд отложил судебное дело по оспариванию решения ФАС против НЛМК по ""делу металлургов"" до 20 марта. Оценка: 3"
"1498564557","6742","99","4","#МЕЧЕЛ: Направление: ЛОНГ. Оценка: 4"
"1498564557","6742","27","3","#АЛРОСА: Направление: ФЛЕТ. Оценка: 3"
"1498564557","6742","150","4","#СБЕР: Направление: ЛОНГ. Оценка: 4"
"1498564557","6742","7","4","#ВТБ: Направление: ЛОНГ. Оценка: 4"
"1498564557","6742","225","4","#ТИНЬКОФФ: Направление: ЛОНГ. Оценка: 4"
"1498564557","6742","160","4","#СУРГУТНЕФТЕГАЗ: Направление: ЛОНГ. Оценка: 4"
"1498564557","6742","48","3","#ГАЗПРОМ: Направление: ФЛЕТ. Оценка: 3"
"1498564557","6742","111","2","#ЛУКОЙЛ: Направление: ШОРТ. Оценка: 2"
"1498564557","6742","112","4","#РОСНЕФТЬ: Направление: ЛОНГ. Оценка: 4"
"1498564557","6742","163","3","#ТАТНЕФТЬ: Направление: ФЛЕТ. Оценка: 3"
"1498564557","6742","185","4","#РУСГИДРО: Направление: ЛОНГ. Оценка: 4"
"1498564557","6742","152","3","#СЕВЕРСТАЛЬ: Направление: ФЛЕТ. Оценка: 3"
"1498564557","6742","127","4","#ПОЛЮС ЗОЛОТО: Направление: ЛОНГ. Оценка: 4"
"1498564557","6742","89","4","#МАГНИТ: Направление: ЛОНГ. Оценка: 4"
"1498564557","6742","236","3","#ЯНДЕКС: Направление: ФЛЕТ. Оценка: 3"
"1197210433","13016","116","0","#NLMK (НЛМК): Компания опубликует финансовую отчетность по МСФО за 3 квартал 2020. Оценка: 0"
"1197210433","13016","36","2","#BELU (Белуга): Акции последний день торгуются с дивидендом 10 рублей. Оценка: 2"
"1197210433","13016","152","0","#CHMF (Северсталь): Сегодня компания опубликует финансовую отчетность по МСФО за 3 квартал 2020. Оценка: 0"
"1197210433","13016","185","3","#HYDR (Русгидро): Компания опубликует операционные результаты за 9 месяцев 2020 года. Оценка: 3"
"1197210433","13016","90","0","#MAGN (ММК): Компания опубликует финансовую отчетность по МСФО за 3 квартал 2020. Оценка: 0"
"1197210433","13016","127","0","#PLZL (Полюс): Компания опубликует производственные результаты за 3 квартал 2020 года. Оценка: 0"
"1197210433","13016","235","0","#POLY (Полиметалл): Компания опубликует производственные результаты за 3 квартал 2020 года. Оценка: 0"
"1197210433","13016","177","0","#TRMK (ТМК): Компания опубликует операционные результаты за 3 квартал 2020 года. Оценка: 0"
"1197210433","13016","129","0","#RASP (Распадская): Компания опубликует производственные результаты за 3 квартал 2020 года. Оценка: 0"
"1197210433","13016","227","0","#FIVE (X5 Group): Компания опубликует финансовую отчетность по МСФО за 3 квартал 2020. Оценка: 0"
"1197210433","13016","11","3","#RUAL (Русал): Компания опубликует операционные результаты за 3 квартал 2020 года. Оценка: 3"
"1197210433","13016","199","0","#UPRO (Юнипро): Компания опубликует финансовую отчетность за 3 квартал 2020. Оценка: 0"
"1075101206","4547","199","4","#UPRO (Юнипро): Снижение ставки ЦБ заставляет нас внимательнее присмотреться к акциям стабильных дивидендных компаний. Оценка: 4"
"1075101206","4547","186","4","#FEES (ФСК ЕЭС): Снижение ставки ЦБ заставляет нас внимательнее присмотреться к акциям стабильных дивидендных компаний. Оценка: 4"
"1075101206","4547","53","4","#GMKN (Норникель): Снижение ставки ЦБ заставляет нас внимательнее присмотреться к акциям стабильных дивидендных компаний. Оценка: 4"
"1203560567","236255","103","4","#MOEX (Московская биржа): Московская биржа приобрела разработчика программного обеспечения в области автоматизации комплаенс-услуг. Оценка: 4"
"1203560567","41702","7","3","#VTBR (ВТБ): ГОСА online Оценка: 3"
"1203560567","86870","32","4","#AFLT (Аэрофлот): Аэрофлот видит существенный рост перевозок, россияне начинают летать, для компании это очень важно.   Оценка: 4"
